Category,Restaurant Address,Restaurant Name,Restaurant Price Range,Restaurant Latitude,Restaurant Longitude,Review Rate
Thai,"51 Colborne Street
Toronto, ON M5E 1E3",Thai Dish Restaurant,NA,43.649032,-79.374839,0.7
Thai,"11 Colossus Drive
Bldg D, Unit 126
Vaughan, ON L4L 9J8",Spoon & Fork,$11-30,43.786356,-79.544713,5
Thai,"847 Albion Rd
Etobicoke, ON M9V 1A3",Thai Family’s Kitchen Lemongrass,Under $10,43.734704,-79.559867,1.7
Thai,"1233 The Queensway
Unit 24
Etobicoke, ON M8Z 1S2",Spoon & Fork,$11-30,43.620954,-79.524415,0.1
Thai,"888 Dundas Street E
Mississauga, ON L4Y 4G6",Best Friend Restaurant,$11-30,43.597805,-79.59426,0.2
Thai,"3032 Dundas Street W
Toronto, ON M6P 1Z3",The Friendly Thai,$11-30,43.665666,-79.470494,0.3
Thai,"467 Bloor Street W
Toronto, ON M5S 1X9",Thai Basil,$11-30,43.665907,-79.406693,3.9
Thai,"2109 Jane Street
North York, ON M3M 1A2",Mi Pho Song Vu,$11-30,43.718424,-79.507929,4.7
Thai,"170 The Queensway
Etobicoke, ON M8Y 1J3",Thai Delight Restaurant,NA,43.636821,-79.498444,1.7
Thai,"Six Points Plaza
5230 Dundas Street W, Unit 3
Etobicoke, ON M9B 1A8",Pho House,$11-30,43.640133,-79.538097,1.3
Thai,"42 Rexdale Boulevard
Rexdale, ON M9W 5Z3",Faley Restaurant,Under $10,43.713599,-79.558954,4.9
Thai,"682 Kennedy Road
Unit 1
Scarborough, ON M1K 2B5",Hakka No 1 Restaurant,Under $10,43.727326,-79.265896,2.5
Thai,"4000 Steeles Avenue W
Woodbridge, ON L4L 4V9",Wok With Yu,Under $10,43.769476,-79.55213,3.6
Thai,"4401 Highway 7 W
Vaughan, ON L4L",Shitake Sushi & Thai,$11-30,43.784114,-79.569689,2.3
Thai,"178-200 Windflower Gate
Vaughan, ON L4L 9L3",Thai Express,Under $10,43.79181,-79.551135,3.7
Thai,"Peanut Plaza
3030 Don Mills Road
North York, ON M2J 5A7",Saigon Express Pho,Under $10,43.778294,-79.348576,2.1
Thai,"1921 Eglinton Avenue E
Scarborough, ON M1L 2L6",Pho Saigon Restaurant,$11-30,43.726881,-79.288453,3.2
Thai,"370 Yonge Street
Toronto, ON M5B 1S5",Thai On Yonge,$11-30,43.65855,-79.382072,4.6
Thai,"3032 Dundas Street W
Toronto, ON M6P 1Z3",The Friendly Thai,$11-30,43.665666,-79.470494,1.6
Thai,"467 Bloor Street W
Toronto, ON M5S 1X9",Thai Basil,$11-30,43.665907,-79.406693,3.9
Thai,"3801 Dundas St W
York, ON M6S 2T4",S & J Thai Food Trading L,NA,43.665028,-79.500474,1.3
Thai,"Scarborough Town Centre
300 Borough Drive
Unit FC-14
Scarborough, ON M1P 4P5",Thai Express,Under $10,43.776062,-79.257596,4.6
Thai,"1510 Dundas Street E
Mississauga, ON L4X 1L4",Thai Express,Under $10,43.611281,-79.578914,4.4
Thai,"888 Dundas Street E
Unit E1
Mississauga, ON L4Y 4G6",Brother 888 Restaurant,NA,43.597178,-79.594839,4.2
Thai,"3601 Victora Park Ave, Unit 108
Scarborough, ON M1W 3Y3",Thai Viet House,NA,43.803801,-79.33575,3.9
Thai,"2555 Victoria Park Avenue
Scarborough, ON M1T 1A3",Queen’s Head Pub,$11-30,43.772917,-79.321447,2.3
Thai,"2440 Av Finch O
North York, ON M9M 2E1",Thai Royal Orchard Restaurant,NA,43.75038,-79.551871,2.9
Thai,"1 Promenade Cir
Thornhill, ON L4J 4P8",Thai Express,NA,43.806131,-79.452106,2.4
Thai,"2480 Av Eglinton E
Scarborough, ON M1K 2R4",Thai Restaurant,NA,43.734906,-79.259737,2.5
Thai,"3058 Bloor Street W
Etobicoke, ON M8X 1C4",Thai Queen Restaurant,NA,43.647027,-79.513156,3.3
Thai,"259 Wellington St W
Toronto, ON M5V",Aanch Modernist Indian Cuisine,$11-30,43.644708,-79.39067,1.2
Thai,"467 Bloor Street W
Toronto, ON M5S 1X9",Thai Basil,$11-30,43.665907,-79.406693,1
Thai,"259 Wellington St W
Toronto, ON M5V",Aanch Modernist Indian Cuisine,$11-30,43.644708,-79.39067,3.3
Thai,"25 The West Mall
Etobicoke, ON M9C 1B8",Thai Express,NA,43.613164,-79.555825,4.2
Thai,"3636 Steeles Ave E
Markham, ON L3R 2Z5",Lucky Curry,Under $10,43.818749,-79.330472,2.8
Thai,"4555 Highway 7 W
Unit B1
Woodbridge, ON L4L",Fusion6 Asian Cuisine,NA,43.783787,-79.574742,0.6
Thai,"7887 Weston Road
Vaughan, ON L4L 1A6",Pho Tan Dinh Restaurant,$11-30,43.792532,-79.547604,0.5
Thai,"1830 The Queensway
Etobicoke, ON M9C 5H5",Jasmin Rice Restaurant,NA,43.614992,-79.559314,2.1
Vegan,"1056 Bloor St. W
Toronto, ON M6H 1M3",The Hogtown Vegan,$11-30,43.660567,-79.432573,4.4
Vegan,"1199 Dundas Street W
Toronto, ON M6J 1X3",Veghed,Under $10,43.649299,-79.422447,3.3
Vegan,"238 Augusta Avenue
Toronto, ON M5T 2L7",Hibiscus,$11-30,43.655375,-79.40238,1.6
Vegan,"1265 Queen Street W
Toronto, ON M6K 1L4",Mythology Diner,$31-60,43.641597,-79.431304,0.3
Vegan,"735 Bloor Street W
Toronto, ON M6G 1L5",Apiecalypse Now!,Under $10,43.66335,-79.418562,3.3
Vegan,"160 Baldwin Street
Unit 1
Toronto, ON M5T 3K7",Veggie D’Light,Under $10,43.655116,-79.400018,4.5
Vegan,"310 College Street
Toronto, ON M5T 1S2",Grasshopper Restaurant,$11-30,43.657584,-79.402192,2
Vegan,"1410 Victoria Park Avenue
Unit 10
Toronto, ON M4A 2L8",The Veggie Thali,Under $10,43.719418,-79.301018,0.3
Vegan,"1221 Weston Road
Toronto, ON M6M 4P7",V’s Caribbean Restaurant,$11-30,43.688247,-79.492424,4.3
Vegan,"17 Baldwin Street
Toronto, ON M5T 1L1",Vegetarian Haven,$11-30,43.655996,-79.392815,4.4
Vegan,"4900 DUNDAS STREET WEST
ETOBICOKE, ON M9A 1B5",SORSI E MORSI,$31-60,43.649215,-79.528609,1.5
Vegan,"178 Dupont Street
Toronto, ON M5R 2E6",Martino’s Pizza,$11-30,43.675568,-79.403644,3.6
Vegan,"382 College Street
Toronto, ON M5T 1S7",Hogtown Vegan,$11-30,43.657019,-79.405303,4.6
Vegan,"1263 Queen Street W
Toronto, ON M6K 1L4",Doomie’s Toronto,$11-30,43.641615,-79.431138,2.3
Vegan,"634 Church Street
Toronto, ON M4Y 2G3",Lola’s Kitchen,$11-30,43.669769,-79.382838,0
Vegan,"First Canadian Place
100 King Street West
Toronto, ON M5X 1C7",Kupfert & Kim,$11-30,43.648558,-79.381711,3.1
Vegan,"873 Bloor Street W
Toronto, ON M6G 1M4",Bloomer’s,$11-30,43.662106,-79.424997,0.1
Vegan,"1635 Lawrence Avenue W
Toronto, ON M6L 3C9",Mama’s Tofu,Under $10,43.704765,-79.491952,4
Vegan,"385 Broadview Avenue
Toronto, ON M4K 2M7",Green Earth Vegetarian Cuisine,$11-30,43.666052,-79.352696,1.3
Vegan,"3080 Dundas Street W
Toronto, ON M6P 1Z8",Grasshopper Restaurant,$11-30,43.665613,-79.472457,2.7
Vegan,"3473 Lake Shore Boulevard W
Toronto, ON M8W 1N5",Thrive Organic Kitchen & Café,$11-30,43.595199,-79.530286,3.1
Vegan,"147 Spadina Avenue
Toronto, ON M5V 2L7",Fresh on Spadina,$11-30,43.648068,-79.395629,2.6
Vegan,"259 Wellington St W
Toronto, ON M5V",Aanch Modernist Indian Cuisine,$11-30,43.644708,-79.39067,1.8
Vegan,"492 Danforth Avenue
Toronto, ON M4K 1P6",Christina’s On the Danforth,$11-30,43.678301,-79.349192,2.3
Vegan,"178 Dupont Street
Toronto, ON M5R 2E6",Martino’s Pizza,$11-30,43.675568,-79.403644,4.8
Vegan,"226 Greenwood Avenue
Toronto, ON M4L 2R2",Maha’s,$11-30,43.67168,-79.328577,2.2
Vegan,"1371 Dundas Street W
Toronto, ON M6J 1Y3",E L Ruddy Co Cafe,$11-30,43.649445,-79.427766,1.4
Vegan,"81 Bloor Street E
Toronto, ON M4W 1A9",Sabai Sabai Kitchen and Bar,$11-30,43.670453,-79.384722,3.7
Vegan,"1326 Gerrard Street E
Toronto, ON M4L 1Z1",The Social Gardener,Under $10,43.671644,-79.325385,2.1
Vegan,"1255 Dundas Street W
Toronto, ON M6J 1X6",The Goods,$11-30,43.649313,-79.424092,2
Vegan,"220 Yonge Street
The Eaton Centre
Toronto, ON M5B 2L7",Urban Herbivore,$11-30,43.65421,-79.381477,4.7
Vegan,"705 College Street
Toronto, ON M6G 1C2",YamChops,$11-30,43.655069,-79.418214,2.6
Vegan,"735 Bloor Street W
Toronto, ON M6G 1LM",Fubar,$11-30,43.663358,-79.41857,3
Vegan,"2009 Yonge Street
Toronto, ON M4S 1Z8",Tabule Restaurant,$11-30,43.700983,-79.396863,0.5
Vegan,"90 Eglinton Avenue E
Toronto, ON M4P 2Y3",Fresh on Eglinton,$11-30,43.707498,-79.39556,4.1
Vegan,"406 Dupont Street
Toronto, ON M5R 1V9",Nord Bistro,NA,43.6739,-79.41147,0.3
Vegan,"178 Dupont Street
Toronto, ON M5R 2E6",Martino’s Pizza,$11-30,43.675568,-79.403644,4.2
Vegan,"720 Bathurst Avenue
Toronto, ON M5S 2R4",CSI Cafe,NA,43.663189,-79.410814,0.6
Vegan,"140 Spadina Avenue.
Toronto, ON M5V 2L4",Kupfert & Kim,$11-30,43.647751,-79.396182,3.7
Vegan,"884 Danforth Avenue
Toronto, ON M4J 1L7",Abyssinia Ethiopian Restaurant,NA,43.680053,-79.339836,3.2
Vegan,"1186 Queen Street E
Toronto, ON M4M 1L4",YAYA Leslieville,$11-30,43.662988,-79.331801,3.5
Vegan,"64 Oxford Street
Toronto, ON M5T 1P1",Urban Herbivore,$11-30,43.656097,-79.402684,2
Vegan,"1205 Queen Street W
Toronto, ON M6K 1L2",Revitasize,$31-60,43.641869,-79.428732,4.4
Vegan,Assembly Chef's Hall,Hibiscus,$11-30,43.650291,-79.383952,0.1
Vegan,"C140-199 Bay Street
Toronto, ON M5L 1E2",Copper Branch,NA,43.648235,-79.379525,3.7
Vegan,"1277 Bloor Street W
Toronto, ON M6H 1N7",Through Being Cool,Under $10,43.658298,-79.442269,2.3
Vegan,"3054 Dundas Street W
Toronto, ON M6P 1Z7",Bunner’s,$11-30,43.665692,-79.471445,3.6
Vegan,"638 Dundas Street W
Toronto, ON M5T 1H8",Greens Vegetarian Restaurant,$11-30,43.652093,-79.402622,1.4
Vegan,"178 Dupont Street
Toronto, ON M5R 2E6",Martino’s Pizza,$11-30,43.675568,-79.403644,4.5
Vegan,"4900 DUNDAS STREET WEST
ETOBICOKE, ON M9A 1B5",SORSI E MORSI,$31-60,43.649215,-79.528609,5
Vegan,"243 Avenue Road
Toronto, ON M5R 2J6",Govinda’s,Under $10,43.676958,-79.397216,2.5
Vegan,"812 Bloor Street W
Toronto, ON M6G 1L9",Pero Restaurant & Lounge,$11-30,43.662795,-79.422739000000007,2.5
Vegan,"382 Yonge Street
Unit 1
Toronto, ON M5B 1S8",süüp health bar,$11-30,43.659257,-79.382826,0.8
Vegan,"244 Augusta Avenue
Toronto, ON M5T 2L7",Bunner’s Bakeshop,$11-30,43.655542,-79.402601,1.1
Vegan,"840 Bloor Street W
Toronto, ON M6G 1M2",Little Sito,$11-30,43.662483,-79.42389,1.4
Vegan,"1635 Dupont Street
Toronto, ON M6P 3S9",Rancho Relaxo To Go,$11-30,43.664598,-79.455644,3.7
Vegan,"741 Pharmacy Avenue
Scarborough, ON M1L 3J4",Ital Vital,$11-30,43.717274,-79.293691,3.4
Vegan,"894 Queen Street W
Toronto, ON M6J 1G3",Fresh,$11-30,43.644978,-79.414996,2.5
Vegan,"707 Dundas Street W
Toronto, ON M5T 2W6",Mazar’s Kitchen,NA,43.651766,-79.404965,1.6
Vegan,"322 Bloor Street W
Toronto, ON M5S 1W5",Fennel Eatery,$11-30,43.666967,-79.403382,2.8
Vegan,"259 Wellington St W
Toronto, ON M5V",Aanch Modernist Indian Cuisine,$11-30,43.644708,-79.39067,2.8
Vegan,"4900 DUNDAS STREET WEST
ETOBICOKE, ON M9A 1B5",SORSI E MORSI,$31-60,43.649215,-79.528609,2.3
Vegan,"720 Bathurst Avenue
Toronto, ON M5S 2R4",CSI Cafe,NA,43.663189,-79.410814,0.8
Vegan,"1332 Queen Street W
Toronto, ON M6K 1L4",The Imperative,NA,43.641826,-79.43098,1.7
Vegan,"14 St Andrew Street
Toronto, ON M5T 1K6",Ital Vital Kensington Market,NA,43.654235,-79.399466,3
Vegan,"4385 Sheppard Avenue E
Toronto, ON M1S 1T8",King’s Vegetarian Food,Under $10,43.786662,-79.269998,1.9
Vegan,"181 Bay Street
Toronto, ON M5J 2T3",Kupfert & Kim,$11-30,43.646418,-79.379095,3.4
Vegan,"St. Lawrence Market
92 Front St E
Basement
Toronto, ON M5E 1C4",CrudaCafe,$11-30,43.649125,-79.371791,0.1
Vegan,"346 Bloor Street W
Toronto, ON M5S 2J2",Pizzaiolo,Under $10,43.666638,-79.404464,1.9
Vegan,"1568 Avenue Road
Suite 2
Toronto, ON M5M 3X6",Da Venezia Gourmet Pizza,Under $10,43.723809,-79.416281,0.7
Vegan,"218 Canarctic Drive
Toronto, ON M3J 2P4",Sweets From The Earth,NA,43.775877,-79.490651,2
Vegan,"1675 Bloor St W
Toronto, ON M6P 1A6",The Thai Cuisine,$11-30,43.655252,-79.456726,0.6
Vegan,"20 Bay Street
Toronto, ON M5J 2N8",Kupfert & Kim,NA,43.641412,-79.377733,2.2
Vegan,"406 Dupont Street
Toronto, ON M5R 1V9",Nord Bistro,NA,43.6739,-79.41147,3.9
Vegan,"4740 Dundas Street W
Etobicoke, ON M9A 1A9",Trattoria Leonardo,$11-30,43.652948,-79.525589,4.6
Vegan,"2593 Eglinton Avenue W
York, ON M6M 1T1",Irie Veggie Takeout,NA,43.690452,-79.47386,3.5
Vegan,"669 King Street W
Toronto, ON M5V 1M9",Coco Rice Thai Cuisine,$11-30,43.643782,-79.402997,4.5
Vegan,"3300 Bloor Street W
Suite 106
Toronto, ON M8X 2X4",Freshii,$11-30,43.645187,-79.522511,4.7
Vegan,"861 York Mills Road
Toronto, ON M3B",Lettuce Eatery,NA,43.754199,-79.351382,2.8
Vegan,"698 Queen St E
Toronto, ON M4M 1G9",Pizzaiolo,Under $10,43.659037,-79.350201,1.4
Vegan,"94 Lakeshore Rd E
Mississauga, ON L5G 1E3",Raw Aura,$11-30,43.553427,-79.584114,4.8
Vegan,"3023 Bathurst Street
Toronto, ON M6B 3B5",Auleaf Café,NA,43.718204,-79.429152,2.9
Vegan,"2437 Finch Avenue W
Unit 1
Toronto, ON M9M 2E7",Red Lotus,NA,43.749727,-79.549748,2.7
Vegan,"Toronto, ON",Kristina’s House of Tacos,NA,43.653226,-79.383184,4.8
Vegan,"550 Yonge St
Toronto, ON M4Y 1Y8",Pizzaiolo,Under $10,43.664395,-79.384602,4.7
Vegan,"4900 DUNDAS STREET WEST
ETOBICOKE, ON M9A 1B5",SORSI E MORSI,$31-60,43.649215,-79.528609,4.5
Vegan,"406 Dupont Street
Toronto, ON M5R 1V9",Nord Bistro,NA,43.6739,-79.41147,1.3
Vegan,"4740 Dundas Street W
Etobicoke, ON M9A 1A9",Trattoria Leonardo,$11-30,43.652948,-79.525589,0.7
Vegan,"13 St Clair Ave W
Toronto, ON M4V 1K6",Pizzaiolo,Under $10,43.68775,-79.394666,3
Vegan,"383 Roncesvalles Avenue
Toronto, ON M6R 2M8",Pizzaiolo,NA,43.650333,-79.450454,0.5
Vegan,"1 Toronto St
Toronto, ON M5C 3B2",Pizzaiolo,Under $10,43.649045,-79.37756,1.4
Vegan,"745 Mount Pleasant
Toronto, ON M4S 2N4",Pizzaiolo,$11-30,43.707386,-79.389575,3.9
Vegan,"200 Wellington Street W
Toronto, ON M5V 3C7",Kupfert & Kim - Metro Hall,$11-30,43.646009,-79.388766,2.4
Vegan,"123 Spadina Avenue
Toronto, ON M5V 2K8",Pizzaiolo,Under $10,43.647185,-79.395454,3.4
Vegan,"7718 Yonge Street
Vaughan, ON L4J 1W2",Vegan Danish Bakery,$11-30,43.815718,-79.424696,3.6
Vegan,"1646 Victoria Park Avenue
North York, ON M1R 1P7",Armenian Kitchen,$11-30,43.730956,-79.305799,1.8
Vegan,"289 Dundas St W
Toronto, ON M5T 1G1",Pizzaiolo,Under $10,43.654275,-79.390985,2.1
Vegan,"624 Queen St W
Toronto, ON M6J 1E4",Pizzaiolo,Under $10,43.647008,-79.405559,2.5
Vegan,"4900 DUNDAS STREET WEST
ETOBICOKE, ON M9A 1B5",SORSI E MORSI,$31-60,43.649215,-79.528609,3.8
Vegan,"720 Bathurst Avenue
Toronto, ON M5S 2R4",CSI Cafe,NA,43.663189,-79.410814,0.4
Vegan,"2674 Yonge Street
Toronto, ON M4N 2H7",Sugar Miracles,Under $10,43.716805,-79.400696,4.3
Vegan,"270 Adelaide Street W
Toronto, ON M5H 1X6",Pizzaiolo,Under $10,43.647892,-79.390061,1.7
Vegan,"521 King St W
Toronto, ON M5V 1K4",Pizzaiolo,Under $10,43.644672,-79.398105,4.4
Vegan,"707 Yonge St
Toronto, ON M4Y 2B6",Pizzaiolo,Under $10,43.669347,-79.386045,1.9
Vegan,"66 Kingston Rd
Toronto, ON M4L 1S4",Pizzaiolo,$11-30,43.669068,-79.312005,3.1
Vegan,"37 Ellington Avenue E
Toronto, ON M1R 3X6",Pizzaiolo,NA,43.74888,-79.291096,0.6
Vegan,"588 Danforth Ave
Toronto, ON M4K 1R1",Pizzaiolo,$11-30,43.678782,-79.346748,2.3
Vegan,"865 York Mills Road
Toronto, ON M3B 1Y6",Pizzaiolo,$31-60,43.754171,-79.349493,5
Vegan,"110 Danforth Avenue
Toronto, ON M4K 1N1",Pizzaiolo,NA,43.676441,-79.358293,3.8
Vegan,"953 Eglinton Ave W
Toronto, ON M6C 2C4",Pizzaiolo,Under $10,43.700112,-79.428891,5
Vegan,"3 Rees Street
Toronto, ON M5V 3A7",Pizzaiolo,$31-60,43.63942,-79.386821,0.4
Vegan,"4740 Dundas Street W
Etobicoke, ON M9A 1A9",Trattoria Leonardo,$11-30,43.652948,-79.525589,1.8
Vegan,"200 Wellington Street W
Toronto, ON M5V 3C7",Harvest Green,Under $10,43.645852,-79.387863,3.1
Vegan,"104 Yonge Street
Toronto, ON M5C 2Y6",Pizzaiolo,$11-30,43.650019,-79.378472,2.1
Vegan,"2425 Bloor St W
Toronto, ON M6S 4W4",Pizzaiolo,$11-30,43.649376,-79.483734,1.1
Vegan,"1172 Queen Street West
Toronto, ON M6J 1J5",Pizzaiolo,NA,43.643005,-79.425536,3.2
Vegan,"3369 Yonge St
Toronto, ON M4N 2M6",Pizzaiolo,NA,43.731813,-79.403711,2.5
Vegan,"200 Silverstar Boulevard
Unit 330
Scarborough, ON M1V 5H4",Nelakee Vegetarian,NA,43.810285,-79.293199,2.3
Vegan,"4920 Yonge St
North York, ON M2N 5N5",Pizzaiolo,$11-30,43.764315,-79.411969,0.7
Vegan,"3180 Lake Shore Blvd West
Etobiicoke, ON M8V 1L7",Pizzaiolo,Under $10,43.598104,-79.518528,0.3
Vegan,NA,Rescue Dogs,$11-30,NA,NA,2.3
Vegan,"3339 Bloor St W
Etobiicoke, ON M8X 1E9",Pizzaiolo,NA,43.644956,-79.521511,4.9
Vegan,"56 Lakeshore Road E
Mississauga, ON L5G 1E1",Pizzaiolo,Under $10,43.552484,-79.584952,2.6
Vegan,"4900 DUNDAS STREET WEST
ETOBICOKE, ON M9A 1B5",SORSI E MORSI,$31-60,43.649215,-79.528609,1.3
Vietnamese,"546 Dundas Street W
Toronto, ON M5T 1H3",Kim Vietnamese Restaurant,Under $10,43.652774,-79.3994,0.8
Vietnamese,"8750 Jane Street
Ste 5-6
Concord, ON L4K 2M9",Pho Friendly 18,$11-30,43.819132,-79.531276,3
Vietnamese,"738 Gerrard Street E
Toronto, ON M4M 1Y3",Bach Yen,Under $10,43.666689,-79.347532,0.2
Vietnamese,"57 Ossington Avenue
Toronto, ON M6J 2Y9",Pho Tien Thanh,Under $10,43.645548,-79.419005,5
Vietnamese,"6 St Andrew Street
Toronto, ON M5T 1K6",Saigon Lotus,$11-30,43.654326,-79.399023,0.2
Vietnamese,"1156 College Street W
Toronto, ON M6H 1B6",Pho Linh,Under $10,43.652368,-79.434077,2.9
Vietnamese,"259 Queen Street W
Toronto, ON M5V 1Z4",Pho Vistro,$11-30,43.650108,-79.389028,1.1
Vietnamese,"1772 Saint Clair Avenue W
Toronto, ON M6N 1J3",St Clair Banh Cuon Pho Ga,Under $10,43.674073,-79.461314,0.2
Vietnamese,"883 Wilson Avenue
Toronto, ON M3K 1E6",Forget Me Not Cafe,$11-30,43.730669,-79.466626,2.5
Vietnamese,"5443 Yonge Street
Toronto, ON M2N 5S1",Angus Pho House,Under $10,43.777044,-79.414645,4.1
Vietnamese,"958 Saint Clair Avenue W
Toronto, ON M6E 1A1",Pho Lang Van,$11-30,43.679576,-79.436175,0.2
Vietnamese,"858 Bloor Street W
Toronto, ON M6G 1M2",Vit Beo,NA,43.662382,-79.424345,0.9
Vietnamese,"1156 College Street W
Toronto, ON M6H 1B6",Pho Linh,Under $10,43.652368,-79.434077,0.9
Vietnamese,"546 Dundas Street W
Toronto, ON M5T 1H3",Kim Vietnamese Restaurant,Under $10,43.652774,-79.3994,1.3
Vietnamese,"8750 Jane Street
Ste 5-6
Concord, ON L4K 2M9",Pho Friendly 18,$11-30,43.819132,-79.531276,1.8
Vietnamese,"322 Spadina Avenue
Toronto, ON M5T 2G2",Nguyen Huong Food,Under $10,43.653686,-79.398607,0.6
Vietnamese,"248 Boulton Avenue
Toronto, ON M4M 2K1",Que Ling Restaurant,Under $10,43.665803,-79.349449,1.6
Vietnamese,"446 Parliament Street
Toronto, ON M5A 3A2",Silk Restaurant,$11-30,43.663435,-79.367789,3.6
Vietnamese,"567 King Street W
Toronto, ON M5V 1M1",Bac Ky Vietnamese Canteen,$11-30,43.644428,-79.399435,1.1
Vietnamese,"688 Gerrard Street E
Toronto, ON M4M 1Y3",Mi Mi Restaurant,Under $10,43.666376,-79.348773,2.4
Vietnamese,"53 Clinton Street
Toronto, ON M6G 2Y4",Pinky’s Ca Phe,$11-30,43.655705,-79.41382,2.3
Vietnamese,"2411 Yonge Street
Toronto, ON M4P 2E7",Pho King Fabulous!,$11-30,43.710353,-79.398954,0.2
Vietnamese,"546 Dundas Street W
Toronto, ON M5T 1H3",Kim Vietnamese Restaurant,Under $10,43.652774,-79.3994,1.8
Vietnamese,"2422 St. Clair Avenue
Toronto, ON M6N 1L2",Pho Son,Under $10,43.669293,-79.482265,1.4
Vietnamese,"538 Dundas Street W
Toronto, ON M5T 1H3",Banh Mi Ba Le,Under $10,43.652803,-79.39914,3.6
Vietnamese,"205 Marycroft Avenue
Unit 12
Woodbridge, ON L4L 5X7",Pho Viet Xpress,$11-30,43.785121,-79.565337,1.3
Vietnamese,"8750 Jane Street
Ste 5-6
Concord, ON L4K 2M9",Pho Friendly 18,$11-30,43.819132,-79.531276,2.7
Vietnamese,"546 Dundas Street W
Toronto, ON M5T 1H3",Kim Vietnamese Restaurant,Under $10,43.652774,-79.3994,3.5
Vietnamese,"625 Gerrard Street E
Toronto, ON M4M 1Y3",Pho House,Under $10,43.665667,-79.350931,3.7
Vietnamese,"2133 Jane Street
Toronto, ON M3M 1A2",Pho Tién Phát,Under $10,43.719742,-79.507698,3.6
Vietnamese,"350 Spadina Avenue
Toronto, ON M5T 2G4",Pho Hung,Under $10,43.65445,-79.39903,5
Vietnamese,"3200 Dufferin Street
Toronto, ON M6A 2T2",Viet House,Under $10,43.718778,-79.456205,1
Vietnamese,"986 Coxwell Avenue
Toronto, ON M4C 3G5",Little Coxwell Vietnamese & Thai Cuisine,$11-30,43.696175,-79.329092,1.4
Vietnamese,"446 Parliament St
Toronto, ON M5A 3A2",SilkLounge Parliament,NA,43.663435,-79.367789,4
Vietnamese,"1025 Pape Ave
Toronto, ON M4K 3W1",Pho Challenge,Under $10,43.688669,-79.348413,3.2
Vietnamese,"755 Queen Street E
Toronto, ON M4M 1H3",Lan Restaurant,$11-30,43.659197,-79.347906,1
Vietnamese,"1122 Wilson Avenue
Toronto, ON M3M 1G7",Hung Long Restaurant,Under $10,43.726661,-79.483478,1.3
Vietnamese,"601 Gerrard Street E
Toronto, ON M4M",Rose’s Vietnamese Sandwiches,Under $10,43.665514,-79.351944,4.2
Vietnamese,"7057 Yonge Street
Markham, ON L3T 2A6",Pho Xin Chào,NA,43.799626,-79.420131,4.4
Vietnamese,"205 Marycroft Avenue
Unit 12
Woodbridge, ON L4L 5X7",Pho Viet Xpress,$11-30,43.785121,-79.565337,2.4
Vietnamese,"1156 College Street W
Toronto, ON M6H 1B6",Pho Linh,Under $10,43.652368,-79.434077,1.8
Vietnamese,"2365 Yonge Street
Toronto, ON M4P 3J6",Banh Mi Boys,Under $10,43.709191,-79.398726,1.5
Vietnamese,"383 Spadina Avenue
Toronto, ON M5T 2G6",Anh Dao,$11-30,43.656345,-79.398961,3.1
Vietnamese,"5468 Dundas Street W
Toronto, ON M9B",Mekong River,Under $10,43.632397,-79.544434999999993,0.1
Vietnamese,"814 Dundas Street W
Toronto, ON M6J 1V3",Oxtail Pho & Banh Mi,$11-30,43.651809,-79.408937,3.6
Vietnamese,"122 Atlantic Ave
Toronto, ON M6K 1X4",Saigon Bistro,$11-30,43.640136,-79.421234,1.1
Vietnamese,"1949 Finch Avenue W
Unit C
Toronto, ON M3N 2V3",Nhu’ Lan,Under $10,43.756854,-79.519037,3.5
Vietnamese,"252 Spadina Avenue
Toronto, ON M5T 2C2",Bun Saigon Vietnamese Restaurant,Under $10,43.651647,-79.397871,4.9
Vietnamese,"406 Queen Street W
Toronto, ON M5V 2A6",The Saigon Hustle,$11-30,43.648683,-79.397329,4.6
Vietnamese,"271 Yonge Street
Toronto, ON M5B",Asian Bowl,$11-30,43.655365,-79.380313,1.9
Vietnamese,"250 The E Mall
Toronto, ON M9B 3Y8",Green Mango Boys,Under $10,43.631965,-79.555253,1.6
Vietnamese,"1105 Bay Street
Toronto, ON M5S 2B3",Avocado Sushi,$11-30,43.66774,-79.388621,1.7
Vietnamese,"8750 Jane Street
Ste 5-6
Concord, ON L4K 2M9",Pho Friendly 18,$11-30,43.819132,-79.531276,0.5
Vietnamese,"546 Dundas Street W
Toronto, ON M5T 1H3",Kim Vietnamese Restaurant,Under $10,43.652774,-79.3994,2.9
Vietnamese,"1784 Jane Street
Toronto, ON M9N 2T2",Buddha Chay,Under $10,43.706168,-79.505121,3.6
Vietnamese,"399 Yonge Street
Toronto, ON M5B",Banh Mi Boys,Under $10,43.659097,-79.382078,1.1
Vietnamese,"895 Yonge Street
Toronto, ON M4W 2H2",Pho Blooming Rose,NA,43.674605,-79.388372,1.6
Vietnamese,"351 Jane Street
Toronto, ON M6S 3Z3",Pho VP,$11-30,43.657379,-79.487713,0
Vietnamese,"2772 Dundas St W
Toronto, ON M6P 1Y3",Baguette & Co,Under $10,43.665412,-79.461496,3.5
Vietnamese,"525 Dundas Street W
Toronto, ON M5T 1H4",Pho Pasteur,$11-30,43.652557,-79.398991,3.8
Vietnamese,"256 Brown's Line
Toronto, ON M8W 3S2",Dong Gia Viet Thai Cuisine,$11-30,43.598418,-79.544101,2.9
